"HB Weapons","Name","Specialisation","Dmg","Range","Mag","Enc","Cost","Avail","Traits","Description","Page"
"Fusion Blaster","Fusion Blaster","Ordnance",16,"Medium",5,3,"18,000 (900)","Exotic","Loud, Rend (5)",,"E-TA 5"
"Fusion Collider","Fusion Collider","Ordnance",18,"Medium",5,5,"30,000 (2,000)","Exotic","Loud, Rend (6)",,"E-TA 5"
"Fusion Eradicator","Fusion Eradicator","Ordnance",20,"Medium",1,6,"500,000,000","Exotic","Loud, Rend (10)",,"E-TA 5"
"EMP Discharge Cannon","EMP Discharge Cannon","Ordnance","--","Extreme",3,5,"30,000 (2,000)","Exotic","Haywire (6), Loud",,"E-TA 5"
"Seeker Missile","Seeker Missile","Ordnance",16,"Extreme",1,0,"Special","Special","Disposable, Loud, Penetrating (4), Seeking, Spread",,"E-TA 6"
,"Plasma Cannon","Ordnance",12,"Extreme",18,3,"10,000 (660)","Rare","Loud, Heavy (4), Penetrating (6), Supercharge (4), Two-handed, Unstable","Mag, Enc, Cost, Avail homebrew as the book did not provide.","IM 323"
,"Flagellation Whip","One-Handed","2+StrB","--","--",0,60,"Scarce","Loud, Reach",,"IM 331"
,"Death Cult Power Plade","One-Handed","4+StrB","--","--",1,"--","Special","Penetrating (4)",,"IM 334"
,"Chaos Spawn Hideous Mutation","Brawling","StrB","--","--",0,"--","Special","See Desc","When the Chaos Spawn makes a Hideous Mutation attack, roll a d10 and apply the Weapon Trait rolled:
1-2 Razor Claw: Penetrating (5).
3-4 Grasping Pseudopods: The target is Grappled by the Chaos Spawn.
5-6 Toxic Haemorrhage: Inflict (Poisoned).
7-8 Wretched Maw: Inflict (Bleeding).
9-0 Thrashing Tentacles: Make a second Hideous Mutations attack.","IM 345"
,"Ranger Long Rifle","Long Guns",9,"Extreme",6,1,"12,000 (1,200)","Exotic","Loud, Penetrating (2), Two-Handed","Mag, Enc, Cost, Avail are taken from shuriken gun","IM 348"
,"Claws and Talons","Brawling","StrB","--","--",0,"--","Special","Penetrating (2), Rend (2)",,"IM 349"
,"Diseased Claws and Teeth","Brawling","StrB","--","--",0,"--","Special","Inflict (Poison), Penetrating (2)",,"IM 351"
,"Hellblade","Two-Handed","4+StrB","--","--",0,"--","Special","Penetrating (3)",,"IM 351"
,"Plaguesword","One-Handed","3+StrB","--","--",0,"--","Special","Inflict (Poisoned)",,"IM 352"
,"Piercing Claws","Brawling","1+StrB","--","--",0,"--","Special","Penetrating (2)",,"IM 352"
,"Coruscating Flames","Thrown",6,"Medium","--",0,"--","Special","Inflict (Ablaze)",,"IM 353"
,"Daemonic Claws","Brawling","StrB","--","--",0,"--","Special",,,"IM 353"
,"Gladitorial Blade","One-Handed","2+StrB","--","--",1,150,"Scarce","Rend (1)","Enc, Cost, Avail speculated","IGG 141"
,"Kroot Scattergun","Long Guns",6,"Medium",1,2,"--","Special","Inflict (Prone), Loud, Spread, Two-Handed","Mag, Enc, Cost, Avail speculated","IGG 143"
,"Twin Ritual Blades","One-Handed","2+StrB","--","--",1,"--","Special",,"Mag, Enc, Cost, Avail speculated","IGG 143"
,"Chemical Vials","Thrown",0,"Medium",1,1,"--","Special","Blast, Inflict (Poisoned), Unstable","Ignores Armor. The Zone it lands in becomes obscured and a minor hazard until the end of the characters next turn. Mag, Enc, Cost, Avail speculated","IGG 147"
,"Injector Goad","Two-Handed","StrB","--","--",2,"--","Special","Defensive, Inflict (Poisoned)","Mag, Enc, Cost, Avail speculated","IGG 147"
,"Plague-Ridden Battle Scythe","Two-Handed","2+StrB","--","--",2,"--","Special","Defensive, Inflict (Poisoned)","Mag, Enc, Cost, Avail speculated","IGG 149"
,"Bolt Revolver","Pistols",9,"Short",6,0,"2,500 (250)","Rare","Close, Penetrating (4)","Mag, Enc, Cost, Avail speculated","IGG 153"
,"Plasma Knife","One-Handed","2+StrB","--","--",1,5,"Rare","Penetrating (3)","Mag, Enc, Cost, Avail speculated","IGG 153"
,"Serrated Claws","Brawling","4+StrB","--","--",0,"--","Special","Rend (2)",,"IGG 155"
,"Glimmersteel Blade","One-Handed","StrB","--","--",1,"--","Exotic","Inflict (Fatigued), Penetrating (1)",,"IGG 157"
,"Baleblast","Pistols",4,"Medium",2,0,"--","Special","Penetrating (1), Rapid Fire (2)","Mag, Enc, Cost, Avail speculated","IGG 157"
,"Sybarite Swords","One-Handed","2+StrB","--","--",1,"--","Exotic","Penetrating (1), Rend (2)","Mag, Enc, Cost, Avail speculated","IGG 157"
,"Hybrid Claws","Brawling","StrB","--","--",0,"--","Special","Penetrating (1)",,"IGG 172"
,"Unholy Gaze","Telekinesis",3,"Medium","--",0,"--","Special","Inflict (Frighened)","The attack can be opposed by Deny the Witch! (Imperium Maledictum, page 163) like any other Psychic Power","IGG 172"
,"Warp Grasp","Telekinesis",5,"Immediate","--",0,"--","Special","Inflict (Proned)","The attack can be opposed by Deny the Witch! (Imperium Maledictum, page 163) like any other Psychic Power","IGG 172"
,"Ripping Fangs","Brawling","1+StrB","--","--",0,"--","Special",,,"IGG 173"
,"Wraithcannon","Long Guns",19,"Long",4,3,"--","Exotic","Heavy (4), Loud, Penetrating (4), Rapid Fire (4), Reliable, Two-Handed","Mag, Enc, Cost, Avail speculated","IGG 174"
,"D-Scythe","Long Guns",10,"Long",6,4,"--","Exotic","Heavy (6), Penetrating (6)","The D-Scythe only deals damage to creatures with souls. It makes no sound and produces no visible damage, causing characters it kills to simply become lifeless husks. Critical Wounds it afflicts cause the resulting body parts to become forever debilitated.
Mag, Enc, Cost, Avail speculated","IGG 174"
,"Wraithbone Fist","One-Handed","StrB","--","--",0,"--","Exotic","Inflict (Prone)","Mag, Enc, Cost, Avail speculated","IGG 174"
,"Digi-Laser","Pistols",5,"Medium",1,0,"--","Exotic","Burst, Close, Loud, Reliable, Subtle","Mag, Enc, Cost, Avail speculated","IPG 113"
,"Chain-Bonesaw","One-Handed","3+StrB","--","--",1,750,"Rare","Loud, Rend (2)","Mag, Enc, Cost, Avail speculated","DO 4"
,"Silencing Injection","One-Handed",1,"--","--",0,"--","Special",,"A character struck with the injection must make a Difficult (-10) Toughness test or fall immediately Unconscious for 1d10 hours.","DO 17"
,"Toothed Maw","Brawling","4+StrB","--","--",0,"--","Special",,"Mag, Enc, Cost, Avail speculated","DO 20"
,"Artisan Plasma Pistol","Pistols",10,"Medium",6,1,"10000 (500)","Rare","Close, Loud, Penetrating (6), Supercharge (4), Unstable, Master-Crafted","Mag, Enc, Cost, Avail speculated","GS 9"
,"Skalt Venom Bombs","Thrown","-","Medium",1,1,"--","Rare","Blast, Loud, Inflict (Poisoned), Unstable","When a Venom Bomb hits a Zone, it becomes a Minor
Hazard for three rounds.
Mag, Enc, Cost, Avail speculated","GS 22"
,"Heavy Weapon Butt","Two-Handed","2+StrB","--","--",0,"--","Special","Ineffective",,"VA 45"
,"Heavy Flamer","Ordnance",10,"Medium",10,3,"2,000 (100)","Rare","Flamer, Heavy (4), Inflict (Ablaze), Loud, Two-Handed","Mag, Enc, Cost, Avail speculated","VA 45"
,"Cudgel","One-Handed","StrB","--","--",0,"--","Special",,"Mag, Enc, Cost, Avail speculated","VA 45"
,"Augmetic Fist","Brawling","1+StrB","--","--",0,"--","Special",,"Mag, Enc, Cost, Avail speculated","VA 46"
,"Mutant Claws","Brawling","StrB","--","--",0,"--","Special",,"Mag, Enc, Cost, Avail speculated","VA 66"
,"Neuro-Gauntlet","One-Handed",1,"--","--",0,"--","Exotic","Inflict (Poisoned*)","Poison applied is affected by Lethal Toxin trait","VA 93"
,"Executioner Pistol (Mass Reactive)","Pistols",8,"Medium",2,1,"--","Exotic","Burst, Close, Loud, Penetrating (4), Spread","This weapon is a combi weapon between the Mass Reactive and Hypertoxin, the Hypertoxin variant is listed as 0 Enc to reflex this.","VA 93"
,"Executioner Pistol (Hypertoxin)","Pistols",1,"Medium",1,0,"--","Exotic","Close, Inflict (Poisoned*), Penetrating (6)","This weapon is a combi weapon between the Mass Reactive and Hypertoxin, the Hypertoxin variant is listed as 0 Enc to reflex this.
Poison applied is affected by Lethal Toxin trait","VA 93"
,"Harbinger's Power Scythe","Two-Handed","5+StrB","--","--",3,"--","Exotic","Heavy (4), Penetrating (5), Two-Handed, Reach","Mag, Enc, Cost, Avail speculated","VA 94"
,"Hand Scythe","One-Handed","2+StrB","--","--",1,"--","Common",,"Mag, Enc, Cost, Avail speculated","VA 94"
,"Bull Horns","Brawling","StrB","--","--",0,"--","Special","Penetrating (2), Rend (2)","Mag, Enc, Cost, Avail speculated","VA 138"
,"Herdcrafted Cleaver","One-Handed","1+StrB","--","--",0,"--","Special","Heavy (4), Penetrating (1), Thrown (Short)","Mag, Enc, Cost, Avail speculated","VA 139"
,"Hoof Strike","Brawling",0,"--","--",0,"--","Special","Inflict (Prone)","Mag, Enc, Cost, Avail speculated","VA 139"
,"Sharpened Horns","Brawling","StrB","--","--",0,"--","Special","Penetrating (3), Rend (1)","Mag, Enc, Cost, Avail speculated","VA 140"
,"Beta-3 Claws","Brawling",0,"--","--",0,"--","Special",,"Mag, Enc, Cost, Avail speculated","VA 141"
,"Gamma-7 Claws","Brawling","-3+StrB","--","--",0,"--","Special",,"Mag, Enc, Cost, Avail speculated","VA 141"
,"Delta-5 Claws","Brawling","-3+StrB","--","--",0,"--","Special",,"Mag, Enc, Cost, Avail speculated","VA 142"
,"Kickback Shotgun","Long Guns",6,"Medium",1,3,"--","Special","Heavy (4), Inflict (Prone), Loud, Spread, Two-Handed","Mag, Enc, Cost, Avail speculated","VA 142"
,"Ogryn Cleaver","One-Handed","1+StrB","--","--",2,"--","Special","Heavy (4), Thrown (Short)","Mag, Enc, Cost, Avail speculated","VA 142"
,"Accursed Torment Hideous Mutation","Brawling","StrB","--","--",0,"--","Special","See Desc","When the Accursed Torment makes a Hideous Mutations attack, roll a d10 and apply the Weapon Trait rolled:
1–3 Razor Claw: Penetrating (2).
4–6 Toxic Talon: Inflict (Poisoned).
7–0 Wretched Maw: Inflict (Bleeding).","AB 40"
,"Power Maul","One-Handed","5+StrB","--","--",1,3,"Rare","Penetrating (2)","Mag, Enc, Cost, Avail speculated","AB 41"
,"Augmetic Warp Claw","One-Handed","StrB","--","--",0,"--","Special","Rend (1)","Mag, Enc, Cost, Avail speculated","AB 44"
,"Cutting Torch","Two-Handed","StrB","--","--",0,75,"Common","Inflict (Ablaze), Loud","Mag, Enc, Cost, Avail speculated","SG 66"
,"Heavy Saw","Two-Handed","2+StrB","--","--",2,150,"Common","Loud, Rend (3)","Mag, Enc, Cost, Avail speculated","SG 66"
,"Cult Bonesword","One-Handed","1+StrB","--","--",1,"--","Special",,"Mag, Enc, Cost, Avail speculated","SG 66"
,"Magus Biodagger","One-Handed","1+StrB","--","--",1,"--","Special","Inflict (Fear, Poisoned, Stunned), Penetrating (2)","When a non-Genestealer Cult character is damaged by this weapon, they must make a Routine (+20) Fortitude (Pain) Test, or die instantly, wracked with agony as the countless voices of the Hive Mind explode in their consciousness, devouring their mind.
Mag, Enc, Cost, Avail speculated","SG 67"
,"Magus Stave","Two-Handed","StrB","--","--",1,"--","Special","Defensive","Mag, Enc, Cost, Avail speculated","SG 67"
"Baton","Baton","One-Handed","1+StrB","--","--",1,"--","Common",,"Mag, Enc, Cost, Avail speculated","E-B"
"Plasteel Jaw","Plasteel Jaw","Brawling","StrB","--","--",0,"--","Special","Rend (1)","Mag, Enc, Cost, Avail speculated","E-B"
"Shotgun Pistol","Shotgun Pistol","Pistols",6,"Short",4,0,"800 (40)","Rare","Inflict (Prone)","Mag, Enc, Cost, Avail speculated","E-B"
"Pax Factorem","Pax Factorem","Long Guns",8,"Extreme",2,2,"2000 (40)","Scarce","Burst, Accurate, Loud, Two-handed","Note: Not in current edition of book","E-AI 20"
"Shockbite","Shockbite","Brawling","StrB","--","--",0,"--","Special","Inflict (Stunned)","Mag, Enc, Cost, Avail speculated","E-B"
"Chainbite","Chainbite","Brawling","3+StrB","--","--",0,"--","Special","Rend (3)","Mag, Enc, Cost, Avail speculated","E-B"
"Grapplehawk Claws","Grapplehawk Claws","Brawling","1+StrB","--","--",0,"--","Special","Rend (1)","Mag, Enc, Cost, Avail speculated","E-B"
"Shock Pulse Claws","Shock Pulse Claws","Brawling","StrB","--","--",0,"--","Special","Inflict (Stunned)","Mag, Enc, Cost, Avail speculated","E-B"
"Pneumatic Piston Launcher","Pneumatic Piston Launcher","One-Handed","StrB","--","--",1,"--","Special","Inflict (Prone)","Mag, Enc, Cost, Avail speculated","E-B"
"Astartes Sniper Rifle","Astartes Sniper Rifle","Long Guns",8,"Extreme",5,3,"--","Special","Accurate, Loud, Penetrating (2), Two-Handed","Mag, Enc, Cost, Avail speculated","E-B"
"Astartes Combat Knife","Astartes Combat Knife","One-Handed","3+StrB","--","--",2,"--","Special","Thrown (Short)","Mag, Enc, Cost, Avail speculated","E-B"
"Mechanical Hooves","Mechanical Hooves","Brawling","1+StrB","--","--",0,"--","Special",,"Mag, Enc, Cost, Avail speculated","E-B"
"Power Saber","Power Saber","One-Handed","2+StrB","--","--",1,3000,"Rare","Penetrating (3)","Mag, Enc, Cost, Avail speculated","E-B"
"Control Stave","Control Stave","One-Handed","2+StrB","--","--",1,5000,"Rare","Inflict (Stunned)","Mag, Enc, Cost, Avail speculated","E-B"
"Voltaic Pistol","Voltaic Pistol","Pistols",8,"Medium",4,0,"--","Rare","Close, Loud, Penetrating (3), Rend (3)","Under normal Imperial circumstances, all weapons worsen their availability by one step (Common to Scarce, etc) and increase their costs by somewhere between 2 – 5x the original amount, as appropriate to the weapon.","E-B"
"Mace of the Righteous","Mace of the Righteous","One-Handed","4+StrB","--","--",2,"--","Rare","Penetrating (4), Sanctified","Mag, Enc, Cost, Avail speculated","E-B"
"Anoited Halberd","Anoited Halberd","One-Handed","5+StrB","--","--",2,"--","Scarce","Penetrating (4), Teach, Sanctified","Mag, Enc, Cost, Avail speculated","E-B"
"Spear of the Faithful","Spear of the Faithful","One-Handed","5+StrB","--","--",2,"--","Scarce","Penetrating (5), Reach, Sanctified","Mag, Enc, Cost, Avail speculated","E-B"
"Palatine Blade","Palatine Blade","One-Handed","4+StrB","--","--",1,"--","Scarce","Penetrating (4), Sanctified","Mag, Enc, Cost, Avail speculated","E-B"
"Ripper Ray","Ripper Ray","Pistols",6,"Medium","--",1,"--","Special","Penetrating (4)","Mag, Enc, Cost, Avail speculated","E-B"
"Necrotic Grasp","Necrotic Grasp","Brawling","StrB","--","--",0,"--","Special","Inflict (Poisoned)","Wounds caused by this attack are considered to be infected and must be treated.
Mag, Enc, Cost, Avail speculated","E-B"
